"Timestamp","Which company is your Service Provider agreement contracted with?","What is/are the service(s) you are contracted for?","In which state/territory/province is your contract based?","What best describes the primary territories of your routes?","What percentage of your deliveries are to residential addresses versus business addresses?","How many additional Service Provider agreements does your company have?","When did your company begin operations under a Service Provider agreement?","Approximately what  percentage of your revenues comes directly from your Service Provider contract.","On a scale of 1-5, how would you rate your company's financial health over the past year?","Over the past year, have your year-over-year revenues:","Over the past year, have your year-over-year profit margins:","What are the major finical challenges you face?","On a scale of 1-5, how would you rate your company's operational constancy over the past year?","Over the past year, has your year-over-year operational efficiency:","On a scale of 1-5, how would you rate your company's current operational efficiency?","What are the major operational challenges you face?","How many routes in an average week are dispatch to service your contract?","Have you expanded or reduced your routes in the past year?","How many drivers are used to support your contract in an average week?","How many helper/jumpers are used to support your contract in an average week?","How many managers are used to support your contract in an average week?","How many administrative & executive (non-operations) positions does your company employ?","How would you rate the overall health of your business one year ago?","How would you currently rate the overall health of your business?","How would you rate your prediction for the overall health of your business one year from now?","Compared to the past year, how do you feel about the upcoming year in terms of business growth?","Compared to the past year, how do you feel about the upcoming year in terms of operational challenges?","Compared to the past year, how do you feel about the upcoming year in terms of profitability?","How confident are you in the stability of your contract in the coming year?","How confident are you in the stability of the company you contracted with in the coming year?","What are your top three concerns for the future of your business? [First concern]","What are your top three concerns for the future of your business? [Second concern]","What are your top three concerns for the future of your business? [Third concern]","Are you considering expanding, maintaining, or reducing your routes in the upcoming year?","Do you believe the demand for delivery services in your region will increase, decrease, or remain the same in the next year?","Can you share a specific challenge you've faced in the past year and how you addressed it?","Describe a recent success story or a significant milestone your company achieved.","If you could suggest one change to improve contractor relations, what would it be?","Are there any upcoming industry changes or trends that you believe will impact your business positively or negatively in the next year?","Share an experience that exemplifies your relationship with the company your contract is with.","What's one thing you wish outsiders knew about the challenges and rewards of being a Service Provider contractor?","Please provide any feedback you have regarding this survey."
"2024/10/17 11:45:32 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Oklahoma","Urban/City Center","Equal Mix of Both","0","2021-11-04","90% to 99%","3","Decreased","Decreased","Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","4","Remained Stable","4","Hiring Drivers;Route Optimization","6 to 15","Reduced","6 to 15","0","1 to 2","0","3","3","3","More Optimistic","About the Same","About the Same","4","4","Contracted Rates","Labor Costs","Economic Downturn","Expanding","Remain the same","","","Stop micromanaging the contractors and let’s work together to provide the best service in the industry.","The integration of Express into our terminal is definitely going to be a challenge but I am optimistic that it will be a positive transition ","","",""
"2024/10/17 11:54:51 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Washington","Rural","Mostly Residential","0","2011-01-01","90% to 99%","1","Decreased","Decreased","Credit (i.e. qualification, rates, etc.);Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Federal, State, or Local Taxes;Fuel Expenses;Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","4","Remained Stable","4","Vehicle Maintenance & Repair;Hiring Drivers;Equipment Reliability","6 to 15","Reduced","6 to 15","0","1 to 2","0","3","1","1","About the Same","More Pessimistic","More Pessimistic","3","2","Contracted Rates","Contract Partner","Labor Costs","Reducing","Remain the same","","","","","","",""
"2024/10/18 6:27:30 AM CST","FedEx Ground","Residential Pickup and Delivery","North Carolina","Suburban","Mostly Residential","0","2005-03-17","90% to 99%","2","Decreased","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Professional Services (i.e. legal representation, book keeping, etc.);Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","4","Improved","5","Vehicle Maintenance & Repair;Equipment Reliability;Quality of Vendor Services;Quality of Professional Services","6 to 15","Expanded","6 to 15","0","1 to 2","1 to 2","3","3","2","About the Same","More Pessimistic","More Pessimistic","2","3","Contracted Rates","Labor Costs","Contract Partner","Maintaining","Increase","Payroll, paying veteran drivers what they are worth. There is no money in our contract to promote  drivers","We were able to take over an area that another contractor could make work","Be honest and look at how the contractors are struggling and realize that being greedy in a business where they make all the profit ","Express","","That our contracts are the bare minimum to operate the trucks",""
"2024/10/18 7:40:10 AM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Connecticut","Suburban","Equal Mix of Both","0","2021-08-01","100%","3","Remained Stable","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","4","Improved","5","Vehicle Maintenance & Repair;Route Optimization;Employee Management","76 to 100","Expanded","16 to 30","1 to 3","1 to 2","1 to 2","4","3","3","Don't Know","Don't Know","Don't Know","1","2","Contract Partner","Contracted Rates","Fleet Costs","Expanding","Remain the same","","","","","","",""
"2024/10/18 5:28:34 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Florida","Urban/City Center;Suburban","Equal Mix of Both","0","2021-11-12","","1","Remained Stable","Decreased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","4","Improved","3","Vehicle Maintenance & Repair;Employee Management;Quality of Vendor Services","76 to 100","Remained Stable","16 to 30","1 to 3","1 to 2","0","2","2","3","About the Same","About the Same","More Pessimistic","3","4","Contracted Rates","Contract Partner","Labor Costs","Maintaining","Remain the same","With our debt service payment we have no chance of the owner making a single dollar this year. Only option is to continue to improve efficiency & hang on as long as possible. ","","Only having to deal with one main point person. Two many chiefs running around giving our company orders","The election ","The day after the recent hurricane two managers with the contracted company said they would dispatch 8,000 terminal wide because of all the closures. We staffed that night & they dispatched 16,000 the next day .  Huge mess that morning & we had to write a letter explaining why we didn’t have enough staff. That sums it up","Challengers-You don’t own your company. You are an employee. Haven’t found a reward yet",""
"2024/10/19 10:43:36 AM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Minnesota","Rural","Mostly Residential","0","2018-03-10","100%","1","Remained Stable","Decreased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","5","Remained Stable","5","Vehicle Maintenance & Repair;Hiring Drivers","51 to 75","Remained Stable","6 to 15","0","1 to 2","1 to 2","4","4","4","About the Same","More Pessimistic","More Pessimistic","2","4","Contracted Rates","Contract Partner","","Maintaining","Increase","Had to take money out of retirement as cash depleted, able to charge lower interest than a bank ","1 year no injuries!","Address what the future holds, do they realize contractors are having financial difficulties?","We are not 2.0 yet, short term negative but hopefully long term positive ","Quite frequently assist with sort and cleaning up the terminal ","We try to make our drivers experience the best career possible with the budget limitations we have ",""
"2024/10/19 1:58:30 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Louisiana","Urban/City Center;Suburban;Rural","Mostly Business","2","2022-11-01","100%","4","Remained Stable","Remained Stable","Credit (i.e. qualification, rates, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Professional Services (i.e. legal representation, book keeping, etc.);Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","3","Remained Stable","3","Vehicle Maintenance & Repair;Equipment Reliability","31 to 50","Remained Stable","31 to 50","4 to 8","6 to 8","1 to 2","3","3","3","About the Same","About the Same","About the Same","3","5","Contracted Rates","Labor Costs","Fleet Costs","Expanding","Remain the same","Rising cost ","None","More money for contracts ","Cost/inflation ","N/a"," Tough business",""
"2024/10/19 3:03:14 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Ohio","Suburban","Mostly Residential","0","2024-03-04","80% to 89%","4","Increased","Decreased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Pay and Salary Increases","4","Worsened","3","Route Optimization","31 to 50","Remained Stable","6 to 15","0","1 to 2","1 to 2","4","3","3","About the Same","About the Same","More Pessimistic","5","3","Contracted Rates","Labor Costs","Contract Partner","Expanding","Remain the same","Schedule L, it is super hard for new small contractors. I am a 4 on SRI and 2 on schedule L","","Communication ","Wage inflation and FedEx ability not recognize it and compensate us for it","","",""
"2024/10/19 3:06:02 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Maine","Suburban;Rural","Mostly Residential","3","2020-04-15","90% to 99%","2","Increased","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","5","Improved","4","Vehicle Maintenance & Repair;Hiring Drivers;Quality of Vendor Services","31 to 50","Expanded","51 to 75","0","6 to 8","1 to 2","4","3","2","More Pessimistic","More Pessimistic","More Pessimistic","4","2","Contracted Rates","Labor Costs","Contract Partner","Expanding","Remain the same","","","","","","",""
"2024/10/19 8:43:31 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Texas","Rural","Mostly Residential","1","2021-06-01","90% to 99%","2","Increased","Decreased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","4","Remained Stable","4","Vehicle Maintenance & Repair;Hiring Drivers;Equipment Reliability","141 to 200","Expanded","31 to 50","0","3 to 5","1 to 2","2","2","2","About the Same","More Pessimistic","More Pessimistic","4","3","Contracted Rates","Fleet Costs","Labor Costs","Reducing","Increase","I have replaced close to 10 engines this year. Most on 2021 vehicles. They all crapped out at about 90,000. That with my contract cut about $150,000 killed me","We have been doing contingency successfully for over a year now and have made a reputation for ourselves. This has allowed us to remain stable with major vehicle maintenance costs. ","They must increase rates to keep up with inflated costs","2.0 will probably increase our gross earnings but I’m afraid the extra work and effort will offset it for the negative. ","I do what I can to take care of our joint customer and FedEx. They know they can rely on me to do a good job. But they keep making it harder and harder to do our job: delivery accurately, safely, and enthusiactly the packages. ","Be kind to our drivers because they work very hard. ",""
"2024/10/20 4:51:33 PM CST","","","","Suburban","Mostly Residential","1","1987-01-01","","","","Decreased","Equipment Costs (i.e. price of vehicles, scanners, iPads, etc.);Fuel Expenses;Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.);Vendor Service Pricing (i.e. cost of payroll provider, route management subscriptions, etc.)","","","","Hiring Drivers;Route Optimization","101 to 140","Expanded","31 to 50","0","3 to 5","1 to 2","","","","About the Same","About the Same","More Pessimistic","5","2","Labor Costs","Market Erosion","Contract Partner","Expanding","Increase","","","","","One sided, no true negotiation, bully techniques.","Extremely difficult to build a company/culture when you have little control.",""
"2024/10/20 9:51:58 PM CST","FedEx Ground","Residential Pickup and Delivery;Business Pickup and Delivery","Washington","Suburban;Rural","Equal Mix of Both","1","2019-07-27","100%","2","Increased","Increased","Debt Service (i.e. SBA Loans, equipment loans, equipment leases, etc.);Pay and Salary Increases;Vehicle Maintenance and Repair Costs (i.e. mechanic rates, cost of parts, etc.)","5","Remained Stable","5","Vehicle Maintenance & Repair;Hiring Drivers","101 to 140","Expanded","16 to 30","0","3 to 5","1 to 2","1","3","3","More Optimistic","About the Same","More Pessimistic","3","4","Contracted Rates","Contract Partner","Labor Costs","Maintaining","Increase","Was sued be previous owner. Worked out payment plan. ","Freed up cashflow by selling assets and using proceeds to pay down other debt.","Property account for the cost of labor in my market. ","FedEx Hround' integration with Express is being used to ""right"" CSA's they don't like.","Yet another cut in contract value despite increased labor costs. With the current numbers, even paying less then market rate leaves my payroll close to 60% of revenue. ","FedEx is currently trading the stability of their network for short term shareholder profits.",""
